0,1,2,3,4,5,6,7,8,9,10
193,British,prime,minister,David,Cameron,JJ                  ,JJ                  ,NN1                 ,NP1                 ,NP1
193,but,each,has,its,own,CCB                 ,DD1                 ,VHZ                 ,APPGE               ,DA
193,ca n't,help,but,think,about,JJ                  ,NN1                 ,CCB                 ,VV0                 ,II
193,come,up,with,some,good,VVI                 ,RP                  ,IW                  ,DD                  ,JJ
193,Federal,Reserve,Chair,Janet,Yellen,JJ                  ,JJ_NN1              ,NN1                 ,NP1                 ,NP1_NN1
193,Milwaukee,County,Sheriff,David,Clarke,NP1                 ,NN1                 ,NN1                 ,NP1                 ,NP1
193,n't ,beat,yourself,up,about,XX                  ,VVI                 ,PPX1                ,RP                  ,II
193,National,Ambient,Air,Quality,Standards,JJ                  ,JJ_NN1              ,NN1                 ,NN1                 ,NN2
193,national,team,two,years,ago,JJ                  ,NN1                 ,MC                  ,NNT2                ,RA
193,new,Common,Core,State,Standards,JJ                  ,JJ                  ,NN1                 ,NN1                 ,NN2
193,news,release,contains,forward-looking,information,NN1                 ,NN1                 ,VVZ                 ,JJ                  ,NN1
193,North,Country,National,Scenic,Trail,ND1                 ,NN1                 ,JJ                  ,JJ                  ,NN1
193,prefers,batting,against,pace,bowlers,VVZ                 ,VVG_NN1             ,II                  ,NN1                 ,NN2
193,process,starts,all,over,again,NN1                 ,VVZ                 ,RR                  ,II_RP@              ,RT
193,pupils,with,special,educational,needs,NN2                 ,IW                  ,JJ                  ,JJ                  ,NN2
193,Republican,presidential,nominee,Donald,Trump,NN1_JJ@             ,JJ                  ,NN1                 ,NP1                 ,NN1
193,say,enough,nice,things,about,VVI                 ,DD_RR               ,JJ                  ,NN2                 ,II
193,third,party,service,providers,may,MD                  ,NN1                 ,NN1                 ,NN2                 ,VM
193,those,who,grew,up,with,DD2                 ,PNQS                ,VVD                 ,RP                  ,IW
193,Wall,Street,Journal,Prime,Rate,NP1                 ,NNL1                ,NN1                 ,JJ                  ,NN1
193,who,lost,his,battle,with,PNQS                ,VVD                 ,APPGE               ,NN1                 ,IW
193,with,International,Financial,Reporting,Standards,II33                ,JJ                  ,JJ                  ,NN1                 ,NN2
193,with,its,own,unique,set,IW                  ,APPGE               ,DA                  ,JJ                  ,NN1
192,about,two,years,ago,when,RG                  ,MC                  ,NNT2                ,RA                  ,CS_RRQ
192,accordance,with,International,Financial,Reporting,II32                ,II33                ,JJ                  ,JJ                  ,NN1
192,available,during,normal,business,hours,JJ                  ,II                  ,JJ                  ,NN1                 ,NNT2
192,Card,Industry,Security,Standards,Council,NN1                 ,NN1                 ,NN1                 ,NN2                 ,NN1
192,claw,their,way,back,into,VVI                 ,APPGE               ,NN1                 ,RP_NN1              ,II
192,Ford,Federal,Direct,Loan,Program,NP1                 ,JJ                  ,JJ                  ,NN1                 ,NN1
192,has,gone,one,step,further,VHZ                 ,VVN                 ,MC1                 ,NN1_VV0             ,RRR
192,Imperial,College,Healthcare,NHS,Trust,JJ                  ,NN1                 ,NN1                 ,NP1                 ,NN1_VV0
192,medium,saucepan,over,medium-high,heat,JJ_NN1              ,NN1                 ,II                  ,JJ                  ,NN1
192,Never,Ever,Getting,Back,Together,RR                  ,RR                  ,VVG                 ,RP                  ,RL
192,Our,website,may,contain,links,APPGE               ,NN1                 ,VM                  ,VVI                 ,NN2
192,some,time,thinking,about,what,DD                  ,NNT1                ,VVG_NN1             ,II                  ,DDQ
192,South,Korean,President,Park,Geun-hye,NP1                 ,JJ                  ,NNB                 ,NP1                 ,NN1_JJ
192,with,their,health,care,providers,IW                  ,APPGE               ,NN1                 ,NN1                 ,NN2
191,began,his,real,estate,career,VVD                 ,APPGE               ,JJ                  ,NN1                 ,NN1
191,cookies,collect,information,about,how,NN2                 ,VV0                 ,NN1                 ,II                  ,RRQ
191,Dead,Horse,Point,State,Park,JJ                  ,NN1                 ,NN1                 ,NN1_VV0             ,NN1
191,find,out,exactly,what,happened,VVI                 ,RP                  ,RR                  ,DDQ                 ,VVD
191,first,thing,you 'll,notice,about,MD                  ,NN1                 ,NN1_VV0             ,NN1_VV0             ,II
191,frying,pan,over,high,heat,NN1                 ,NN1                 ,II_RP               ,JJ                  ,NN1
191,has,reared,its,ugly,head,VHZ                 ,VVN                 ,APPGE               ,JJ                  ,NN1
191,Here,Comes,Honey,Boo,Boo,RL                  ,VVZ                 ,NN1                 ,UH                  ,UH
191,Microsoft,SQL,Server,Management,Studio,NP1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
191,New,York,Red,Bulls,II,NP1                 ,NP1                 ,JJ                  ,NN2                 ,MC
191,North,Carolina,High,School,Athletic,ND1                 ,NP1                 ,JJ                  ,NN1                 ,JJ
191,Palm,Springs,International,Film,Festival,NN1                 ,NN2                 ,JJ                  ,NN1                 ,NN1
191,put,our,best,foot,forward,VVI                 ,APPGE               ,JJT                 ,NN1                 ,RL
191,spent,way,too,much,time,VVN                 ,NN1_RR%             ,RG                  ,DA1                 ,NNT1
191,without,thinking,too,much,about,IW                  ,VVG                 ,RG                  ,DA1_RR              ,II
190,conjunction,with,any,other,offers,II32                ,II33                ,DD                  ,JJ                  ,NN2
190,contact,our,customer,support,team,VV0                 ,APPGE               ,NN1                 ,NN1_VV0             ,NN1
190,Deputy,Crown,Prince,Mohammed,bin,NN1                 ,NN1                 ,NNB                 ,NP1                 ,VV0_NN1
190,Everyone,has,their,own,opinion,PN1                 ,VHZ                 ,APPGE               ,DA                  ,NN1
190,Foreign,Affairs,Minister,Chrystia,Freeland,JJ                  ,NN2                 ,VV0@_NN1            ,NP1                 ,NP1
190,fruits,ye,shall,know,them,NN2                 ,PPY                 ,VM                  ,VVI                 ,PPHO2
190,goes,into,detail,about,how,VVZ                 ,II                  ,NN1                 ,II                  ,RRQ
190,her,relationship,with,her,father,APPGE               ,NN1                 ,IW                  ,APPGE               ,NN1
190,Homeland,Security,Secretary,Janet,Napolitano,NN1                 ,NN1                 ,NN1_NP1@            ,NP1                 ,NP1
190,Kawartha,Pine,Ridge,District,School,NP1_NN1@            ,NN1                 ,NN1                 ,NN1                 ,NN1
190,know,about,anyone,else,but,VVI                 ,II                  ,PN1                 ,RR                  ,CCB
190,Lady,Bird,Johnson,Wildflower,Center,NNB                 ,NP1                 ,NP1                 ,NP1_NN1             ,NN1
190,list,mostly,movie,actress,who,NN1                 ,RR                  ,NN1                 ,NN1                 ,PNQS
190,may,disclose,personally,identifiable,information,VM                  ,VVI                 ,RR                  ,JJ                  ,NN1
190,NASCAR,Sprint,Cup,Series,race,NN1_NP1             ,NN1_VV0             ,NN1                 ,NN                  ,NN1_VV0@
190,New,Orleans,Mayor,Mitch,Landrieu,NP1                 ,NP1                 ,NNB                 ,NP1                 ,NP1
190,New,York,City,police,officers,NP1                 ,NP1                 ,NN1                 ,NN2                 ,NN2
190,Shake,well,before,each,use,VV0                 ,RR                  ,CS_II               ,DD1                 ,NN1
190,Since,percent,means,per,hundred,CS_II@_RR@          ,NNU                 ,NN_VVZ              ,II                  ,NNO
190,there,were,many,people,who,EX                  ,VBDR                ,DA2                 ,NN                  ,PNQS
190,very,few,people,know,about,RG                  ,DA2                 ,NN                  ,VV0                 ,II
190,who,has,spent,his,entire,PNQS                ,VHZ                 ,VVN                 ,APPGE               ,JJ
189,across,all,social,media,platforms,II                  ,DB                  ,JJ                  ,NN                  ,NN2
189,B,list,mostly,television,actress,ZZ1                 ,NN1_VV0@            ,RR                  ,NN1                 ,NN1
189,between,Top,Four,teams,took,II                  ,NN1_JJ              ,MC                  ,NN2                 ,VVD
189,but,did,n't ,know,where,CCB                 ,VDD                 ,XX                  ,VVI                 ,RRQ
189,but,that 's,neither,here,nor,CCB                 ,VVZ                 ,RR                  ,RL                  ,CC
189,common,mistakes,people,make,when,JJ                  ,NN2                 ,NN                  ,VV0                 ,CS
189,comply,with,all,applicable,federal,VVI                 ,IW                  ,DB                  ,JJ                  ,JJ
189,cookie,sheet,lined,with,parchment,NN1                 ,NN1                 ,VVN                 ,IW                  ,NN1
189,figure,out,exactly,how,much,VVI                 ,RP                  ,RR                  ,RGQ@                ,DA1
189,first,few,days,after,birth,MD                  ,DA2                 ,NNT2                ,II_CS               ,NN1
189,into,contact,with,one,another,II                  ,NN1                 ,IW                  ,PPX121              ,PPX122
189,loved,spending,time,with,his,VVD                 ,VVG_JJ@_NN1         ,NNT1                ,IW                  ,APPGE
189,Natural,Resources,Minister,Jim,Carr,JJ                  ,NN2                 ,VV0@_NN1            ,NP1                 ,NP1
189,out,there,who,would,love,RP                  ,RL                  ,PNQS                ,VM                  ,VVI
189,please,contact,our,customer,care,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1
189,Red,Sox,manager,John,Farrell,JJ                  ,NN2                 ,NN1                 ,NP1                 ,NP1
189,spray,bottle,filled,with,water,NN1                 ,NN1                 ,VVN_VVD             ,IW                  ,NN1
189,sweep,her,off,her,feet,VVI                 ,PPHO1               ,RP_II               ,APPGE               ,NN2
188,but,ca n't,figure,out,how,CCB                 ,JJ                  ,NN1                 ,RP                  ,RRQ
188,come,into,contact,with,any,VVI                 ,II                  ,NN1                 ,IW                  ,DD
188,comes,into,contact,with,water,VVZ                 ,II                  ,NN1                 ,IW                  ,NN1
188,had,n't ,even,thought,about,VHD                 ,XX                  ,RR                  ,VVN                 ,II
188,know,all,too,well,what,VV0                 ,DB                  ,RG                  ,RR                  ,DDQ
188,London,Brigade,Royal,Field,Artillery,NP1                 ,NN1                 ,JJ                  ,NN1                 ,NN1
188,NASCAR,Camping,World,Truck,Series,NN1                 ,NN1                 ,NN1                 ,NN1                 ,NN
188,Northern,Ontario,Heritage,Fund,Corporation,JJ                  ,NP1                 ,NN1                 ,NN1                 ,NN1
188,please,read,our,Privacy,Policy,RR                  ,VVD_VV0_VVN         ,APPGE               ,NN1                 ,NN1
188,refugee,crisis,since,World,War,NN1                 ,NN1                 ,CS_II@              ,NN1                 ,NN1
188,some,noticeable,features,which,you 'll,DD                  ,JJ                  ,NN2                 ,DDQ                 ,VV0
188,some,point,during,their,lives,DD                  ,NN1                 ,II                  ,APPGE               ,NN2
188,with,my,credit,card,company,IW                  ,APPGE               ,NN1                 ,NN1                 ,NN1
187,about,what,could,go,wrong,II                  ,DDQ                 ,VM                  ,VVI                 ,RR
187,all,voucher,households,were,headed,DB                  ,NN1                 ,NN2                 ,VBDR                ,VVN
187,anyone,has,any,information,about,PN1                 ,VHZ                 ,DD                  ,NN1                 ,II
187,Attorney,General,Jeff,Sessions,said,NN1                 ,NNB                 ,NP1                 ,NNT2                ,VVD
187,beating,well,after,each,addition,VVG                 ,RR                  ,CS_II               ,DD1                 ,NN1
187,check,out,our,blog,post,VV0                 ,RP                  ,APPGE               ,NN1                 ,NN1
187,come,forward,with,any,information,VVI                 ,RL                  ,IW                  ,DD                  ,NN1
187,come,up,with,some,great,VVI                 ,RP                  ,IW                  ,DD                  ,JJ
187,come,up,with,some,way,VVI                 ,RP                  ,IW                  ,DD                  ,NN1
187,comply,with,all,applicable,local,VVI                 ,IW                  ,DB                  ,JJ                  ,JJ
187,conformity,with,generally,accepted,accounting,NN1                 ,IW                  ,RR                  ,JJ_VVN_VVD          ,NN1_VVG_JJ@
187,cycle,starts,all,over,again,NN1                 ,VVZ                 ,RR                  ,II_RP@              ,RT
187,did,n't ,end,up,with,VDD                 ,XX                  ,VVI                 ,RP                  ,IW
187,fall,into,two,main,categories,VV0                 ,II                  ,MC                  ,JJ                  ,NN2
187,free,cash,flow,per,share,JJ                  ,NN1                 ,NN1                 ,II                  ,NN1
187,idea,popped,into,my,head,NN1                 ,VVN_VVD             ,II                  ,APPGE               ,NN1
187,office,during,normal,business,hours,NN1                 ,II                  ,JJ                  ,NN1                 ,NNT2
187,President,Donald,Trumps,executive,order,NNB                 ,NP1                 ,VVZ                 ,JJ@_NN1             ,NN1
187,spending,time,with,loved,ones,VVG_JJ@_NN1         ,NNT1                ,IW                  ,JJ%                 ,NN2
187,there,were,some,issues,with,EX                  ,VBDR                ,DD                  ,NN2                 ,IW
187,were,divided,into,four,groups,VBDR                ,VVN                 ,II                  ,MC                  ,NN2
186,any,personal,information,about,yourself,DD                  ,JJ                  ,NN1                 ,II                  ,PPX1
186,go,into,detail,about,what,VVI                 ,II                  ,NN1                 ,II                  ,DDQ
186,guide,helps,test,takers,prepare,NN1                 ,VVZ_NN2@            ,NN1_VV0             ,NN2                 ,VV0
186,hard,time,wrapping,my,head,JJ                  ,NNT1                ,VVG                 ,APPGE               ,NN1
186,House,Majority,Whip,Steve,Scalise,NN1                 ,NN1                 ,NN1_VV0             ,NP1                 ,NP1
186,I 've,heard,great,things,about,NP1@_NN1_VV0        ,VVD                 ,JJ                  ,NN2                 ,II
186,just,hanging,out,with,friends,RR                  ,VVG                 ,RP                  ,IW                  ,NN2
186,large,nonstick,skillet,over,medium,JJ                  ,NN1                 ,NN1                 ,II                  ,JJ_NN1
186,men,with,advanced,prostate,cancer,NN2                 ,IW                  ,JJ                  ,NN1                 ,NN1
186,Middle,East,Media,Research,Institute,JJ                  ,ND1                 ,NN                  ,NN1_VV0@            ,NN1
186,miles,contains,only,modest,variations,NNU2                ,VVZ                 ,JJ                  ,NN1                 ,NN2
186,my,skin,has,never,looked,APPGE               ,NN1                 ,VHZ                 ,RR                  ,VVN
186,New,York,Giants,wide,receiver,NP1                 ,NP1                 ,NN2                 ,JJ                  ,NN1
186,New,York,Times,bestselling,authors,NP1                 ,NP1                 ,NNT2                ,JJ                  ,NN2
186,Ohio,High,School,Athletic,Association,NP1                 ,JJ                  ,NN1                 ,JJ                  ,NN1
186,our,relationships,with,each,other,APPGE               ,NN2                 ,IW                  ,PPX221              ,PPX222
186,per,square,foot,per,year,II                  ,JJ_NN1              ,NN1                 ,II                  ,NNT1
186,Photo,Frame,Frame,Photo,Editor,NN1                 ,NN1                 ,NN1                 ,NN1                 ,NN1
186,presidential,candidate,Donald,Trump,has,JJ                  ,NN1                 ,NP1                 ,NN1                 ,VHZ
186,Students,should,consult,with,their,NN2                 ,VM                  ,VVI                 ,IW                  ,APPGE
186,those,who,put,their,trust,DD2                 ,PNQS                ,VVD_VV0             ,APPGE               ,NN1
186,took,matters,into,my,own,VVD                 ,NN2                 ,II                  ,APPGE               ,DA
186,Ultimate,Elvis,Tribute,Artist,Contest,JJ                  ,NP1                 ,NN1                 ,NN1                 ,NN1
186,which,could,adversely,affect,our,DDQ                 ,VM                  ,RR                  ,VVI                 ,APPGE
186,who,has,experience,working,with,PNQS                ,VHZ                 ,NN1                 ,VVG                 ,IW
186,York,City,Mayor,Rudy,Giuliani,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
185,completed,his,internal,medicine,residency,VVD                 ,APPGE               ,JJ                  ,NN1                 ,NN1
185,did,n't ,take,too,long,VDD                 ,XX                  ,VVI                 ,RG                  ,RR_JJ
185,forces,during,World,War,II,NN2                 ,II                  ,NN1                 ,NN1                 ,MC
185,New,York,Times,Bestseller,list,NP1                 ,NP1                 ,NNT2                ,NN1_NP1             ,NN1
185,now,receive,updates,fromBreaking,News,RT                  ,VVI                 ,NN2                 ,VVG                 ,NN1
185,please,contact,our,customer,support,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1_VV0
185,Pour,batter,into,prepared,pan,VV0                 ,NN1_VV0             ,II                  ,JJ                  ,NN1
185,questions,with,professionally,verified,answers,NN2                 ,IW                  ,RR                  ,VVN_VVD_JJ@         ,NN2
185,share,price,has,moved,backward,NN1                 ,NN1                 ,VHZ                 ,VVN                 ,RL
185,that 's,what,its,all,about,NN2_VVZ             ,DDQ                 ,APPGE               ,DB_RR@              ,RP@
185,there,anything,else,youd,like,EX                  ,PN1                 ,RR                  ,VV0                 ,JJ@_VV0@_II
185,who,along,with,his,wife,PNQS                ,II21                ,II22                ,APPGE               ,NN1
185,with,their,eyes,wide,open,IW                  ,APPGE               ,NN2                 ,RR                  ,JJ
185,Workplace,Hazardous,Materials,Information,System,NN1                 ,JJ                  ,NN2                 ,NN1                 ,NN1
185,would,like,some,help,with,VM                  ,VVI                 ,DD                  ,NN1_VV0             ,IW
184,after,spending,some,time,with,II                  ,VVG                 ,DD                  ,NNT1                ,IW
184,bounce,ideas,off,each,other,VVI                 ,NN2                 ,II                  ,PPX221              ,PPX222
184,Buy,One,Get,One,Free,VV0                 ,MC1_PN1             ,VV0                 ,PN1_MC1             ,JJ
184,came,up,with,some,great,VVD                 ,RP                  ,IW                  ,DD                  ,JJ
184,enforce,its,intellectual,property,rights,VVI                 ,APPGE               ,JJ_NN1              ,NN1                 ,NN2
184,had,pretty,much,given,up,VHD                 ,RG                  ,RR_DA1              ,VVN                 ,RP
184,has,become,very,popular,with,VHZ                 ,VVN@                ,RG                  ,JJ                  ,IW
184,has,worked,his,way,up,VHZ                 ,VVN                 ,APPGE               ,NN1                 ,RP
184,million,unique,visitors,each,month,NNO                 ,JJ                  ,NN2                 ,DD1                 ,NNT1
184,n't ,get,too,caught,up,XX                  ,VVI                 ,RR@_RG              ,VVN                 ,RP
184,National,Minority,Supplier,Development,Council,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NN1
184,National,Transportation,Safety,Board,determines,JJ                  ,NN1                 ,NN1                 ,NN1                 ,VVZ
184,net,asset,value,per,share,JJ_NN1              ,NN1                 ,NN1                 ,II                  ,NN1
184,New,York,Army,National,Guard,NP1                 ,NP1                 ,NN1                 ,JJ                  ,NN1
184,share,price,has,moved,forward,NN1                 ,NN1                 ,VHZ                 ,VVN                 ,RL
184,social,media,platforms,like,Twitter,JJ                  ,NN                  ,NN2                 ,II                  ,NN1
184,Supreme,Court,Chief,Justice,John,JJ                  ,NN1                 ,NN1_JJ              ,NN1_NP1@            ,NP1
184,their,right,mind,would,ever,APPGE               ,JJ_NN1              ,NN1                 ,VM                  ,RR
184,those,who,serve,our,country,DD2                 ,PNQS                ,VV0                 ,APPGE               ,NN1
184,told,them,what,had,happened,VVD                 ,PPHO2               ,DDQ                 ,VHD                 ,VVN
184,took,him,under,his,wing,VVD                 ,PPHO1               ,II_RP@              ,APPGE               ,NN1
184,Uniform,Domain,Name,Dispute,Resolution,JJ_NN1              ,NN1                 ,NN1                 ,NN1                 ,NN1
184,very,well,end,up,being,RG                  ,RR                  ,VVI                 ,RP_II@              ,VBG
184,While,there 's,nothing,wrong,with,CS                  ,NN2                 ,PN1                 ,JJ_RR@              ,IW
183,Apple,CEO,Tim,Cook,said,NN1                 ,NN1                 ,NP1                 ,NP1                 ,VVD
183,blood,sugar,levels,under,control,NN1                 ,NN1                 ,NN2                 ,II                  ,NN1
183,buy,one,get,one,free,NN1%_VV0            ,MC1_PN1             ,VV0                 ,MC1                 ,JJ
183,children,with,Autism,Spectrum,Disorder,NN2                 ,IW                  ,NN1                 ,NN1                 ,NN1
183,coming,up,with,creative,ways,VVG                 ,RP                  ,IW                  ,JJ                  ,NN2
183,Digital,Spy,Soap,Scoop,video,JJ                  ,NN1                 ,NN1                 ,NN1_VV0             ,NN1
183,How,would,one,go,about,RRQ                 ,VM                  ,PN1                 ,VVI                 ,II_RP@
183,know,exactly,what,you 're,getting,VV0                 ,RR                  ,DDQ                 ,VV0                 ,VVG
183,may,cause,serious,side,effects,VM                  ,VVI                 ,JJ                  ,NN1                 ,NN2
183,Prime,Minister,Benjamin,Netanyahu,has,JJ                  ,NN1                 ,NP1                 ,NP1                 ,VHZ
183,takes,up,very,little,room,VVZ                 ,RP                  ,RG                  ,DA1                 ,NN1
183,there,were,very,few,people,EX                  ,VBDR                ,RG                  ,DA2                 ,NN
183,These,forward-looking,statements,speak,only,DD2                 ,JJ                  ,NN2                 ,VV0                 ,RR
183,wash,off,with,warm,water,VV0                 ,RP                  ,IW                  ,JJ                  ,NN1
183,with,Prime,Minister,Malcolm,Turnbull,IW                  ,JJ                  ,NN1                 ,NP1                 ,NP1
182,Check,out,our,Facebook,page,VV0                 ,RP                  ,APPGE               ,NN1                 ,NN1
182,Dubai,Duty,Free,Irish,Open,NP1                 ,NN1                 ,JJ_VV0@             ,JJ                  ,JJ
182,Just,like,with,any,other,RR                  ,VV0@_JJ@            ,IW                  ,DD                  ,JJ
182,let,them,know,how,much,VV0                 ,PPHO2               ,VVI                 ,RGQ                 ,DA1
182,n't ,know,why,anyone,would,XX                  ,VVI                 ,RRQ                 ,PN1                 ,VM
182,never,know,when,you 're,going,RR                  ,VV0                 ,RRQ                 ,VV0_NN1             ,VVGK
182,patients,with,inflammatory,bowel,disease,NN2                 ,IW                  ,JJ                  ,NN1                 ,NN1
182,patients,with,sickle,cell,disease,NN2                 ,IW                  ,NN1                 ,NN1                 ,NN1
182,pregnant,with,their,second,child,JJ                  ,IW                  ,APPGE               ,MD                  ,NN1
182,taken,into,account,when,considering,VVN                 ,II                  ,NN1                 ,CS                  ,VVG_II_CS
182,taking,into,account,factors,such,VVG                 ,II                  ,NN1                 ,NN2                 ,II21
182,Texas,online,driver,safety,course,NP1                 ,JJ                  ,NN1                 ,NN1                 ,NN1
182,These,increases,were,partially,offset,DD2                 ,NN2                 ,VBDR                ,RR                  ,VVN
182,United,States,Coast,Guard,Academy,NP1                 ,NP1                 ,NN1                 ,NN1_VV0             ,NN1
182,work,closely,with,our,customers,VV0                 ,RR                  ,IW                  ,APPGE               ,NN2
181,above,graph,displays,service,status,JJ@                 ,NN1                 ,VVZ_NN2             ,NN1_VV0@            ,NN1
181,against,all,but,essential,travel,II                  ,RR21_DB             ,RR22                ,JJ                  ,NN1
181,but,what,about,those,who,CCB                 ,DDQ                 ,II                  ,DD2                 ,PNQS
181,comes,with,its,fair,share,VVZ                 ,IW                  ,APPGE               ,JJ                  ,NN1
181,did,n't ,even,know,where,VDD                 ,XX                  ,RR                  ,VVI                 ,RRQ
181,each,with,their,own,strengths,DD1                 ,IW                  ,APPGE               ,DA                  ,NN2
181,federal,Fair,Labor,Standards,Act,JJ                  ,JJ                  ,NN1                 ,NN2                 ,NN1_VV0@
181,First,World,War,broke,out,MD                  ,NN1                 ,NN1                 ,VVD                 ,RP
181,has,completed,its,previously,announced,VHZ                 ,VVN                 ,APPGE               ,RR                  ,VVN_VVD
181,know,where,their,food,comes,VVI                 ,RRQ                 ,APPGE               ,NN1                 ,VVZ
181,my,tail,between,my,legs,APPGE               ,NN1                 ,II                  ,APPGE               ,NN2
181,n't ,take,itself,too,seriously,XX                  ,VVI                 ,PPX1                ,RG                  ,RR
181,only,difference,between,these,two,JJ                  ,NN1                 ,II                  ,DD2                 ,MC
181,only,one,who,did,n't ,JJ                  ,PN1                 ,PNQS                ,VDD                 ,XX
181,pretty,much,sums,up,what,RG                  ,DA1_RR              ,VVZ                 ,RP_II@              ,DDQ
181,spend,time,with,people,who,VVI                 ,NNT1                ,IW                  ,NN                  ,PNQS
181,students,reach,their,full,potential,NN2                 ,VVI                 ,APPGE               ,JJ                  ,NN1_JJ
181,tangible,book,value,per,share,JJ                  ,NN1                 ,NN1                 ,II                  ,NN1
181,too,many,people,out,there,RG                  ,DA2                 ,NN                  ,RP                  ,RL
180,accordance,with,these,Official,Rules,II32                ,II33                ,DD2                 ,JJ                  ,NN2
180,anyone,who,disagrees,with,them,PN1                 ,PNQS                ,VVZ                 ,IW                  ,PPHO2
180,coaches,used,bench,players,which,NN2                 ,JJ_VVD_VVN          ,NN1                 ,NN2                 ,DDQ
180,during,his,first,two,seasons,II                  ,APPGE               ,MD                  ,MC                  ,NNT2
180,had,just,broken,up,with,VHD                 ,RR                  ,VVN                 ,RP                  ,IW
180,had,never,experienced,anything,like,VHD                 ,RR                  ,VVN                 ,PN1                 ,II
180,how,one,would,go,about,RRQ                 ,PN1                 ,VM                  ,VVI                 ,II_RP@
180,Integrated,Postsecondary,Education,Data,System,JJ                  ,JJ_NN1              ,NN1                 ,NN                  ,NN1
180,know,very,little,about,how,VV0                 ,RG                  ,DA1_RR              ,II                  ,RRQ
180,least,once,every,three,months,RR22                ,RR_CS@              ,AT1                 ,MC                  ,NNT2
180,new,Rasmussen,Reports,national,telephone,JJ                  ,NP1_NN1@            ,VVZ                 ,JJ                  ,NN1
180,people,with,pre-existing,medical,conditions,NN                  ,IW                  ,JJ                  ,JJ                  ,NN2
180,room,with,wood,burning,fireplace,NN1                 ,IW                  ,NN1                 ,JJ_VVG              ,NN1
180,s,latest,closing,price,distance,ZZ1                 ,JJT                 ,JJ_NN1              ,NN1                 ,NN1
180,set,up,their,own,business,VVI                 ,RP                  ,APPGE               ,DA                  ,NN1
180,simply,contact,our,Customer,Support,RR                  ,VV0                 ,APPGE               ,NN1                 ,NN1_VV0
180,under,Internal,Revenue,Code,Section,II_RG@              ,JJ                  ,NN1                 ,NN1                 ,NN1
180,were,diagnosed,with,breast,cancer,VBDR                ,VVN                 ,IW                  ,NN1                 ,NN1
180,women,who,gave,their,lives,NN2                 ,PNQS                ,VVD                 ,APPGE               ,NN2
180,York,Times,Best,Seller,list,NP1                 ,NNT2                ,JJT                 ,NN1                 ,NN1
180,you 're,just,starting,out,with,NN1_VV0             ,RR                  ,VVG                 ,RP                  ,IW
179,But,that 's,just,my,opinion,CCB                 ,VVZ                 ,RR                  ,APPGE               ,NN1
179,Carolina,Panthers,quarterback,Cam,Newton,NP1                 ,NN2                 ,NN1                 ,NP1                 ,NP1
179,Columbia,River,Gorge,National,Scenic,NP1                 ,NNL1                ,NN1                 ,JJ                  ,JJ
179,comply,with,our,legal,obligations,VVI                 ,IW                  ,APPGE               ,JJ                  ,NN2
179,Corps,during,World,War,II,NN                  ,II                  ,NN1                 ,NN1                 ,MC
179,during,their,high,school,years,II                  ,APPGE               ,JJ                  ,NN1                 ,NNT2
179,Every,state,has,its,own,AT1                 ,NN1                 ,VHZ                 ,APPGE               ,DA
179,graph,displays,service,status,activity,NN1                 ,VVZ_NN2             ,NN1_VV0@            ,NN1                 ,NN1
179,hanging,out,with,each,other,VVG                 ,RP                  ,IW                  ,PPX221              ,PPX222
179,his,hand,over,his,heart,APPGE               ,NN1                 ,II_RP               ,APPGE               ,NN1
179,his,high,school,career,with,APPGE               ,JJ                  ,NN1                 ,NN1                 ,IW
179,investigation,into,possible,collusion,between,NN1                 ,II                  ,JJ                  ,NN1                 ,II
179,know,exactly,how,much,money,VVI                 ,RR                  ,RGQ@                ,DA1                 ,NN1
179,looks,just,like,any,other,VVZ                 ,RR                  ,II_CS@              ,DD                  ,JJ
179,Majority,Leader,Mitch,McConnell,said,NN1                 ,NN1                 ,NP1                 ,NP1                 ,VVD
179,make,my,dreams,come,true,VVI                 ,APPGE               ,NN2                 ,VVI                 ,JJ
179,n't ,know,how,much,time,XX                  ,VVI                 ,RGQ@                ,DA1                 ,NNT1
179,n't ,know,what 's,wrong,with,XX                  ,VVI                 ,NN2                 ,JJ_RR@_VV0%         ,IW
179,North,American,Securities,Administrators,Association,NP1                 ,JJ                  ,NN2                 ,NN2                 ,NN1
179,plate,lined,with,paper,towels,NN1                 ,VVN                 ,IW                  ,NN1                 ,NN2
179,saute,pan,over,medium,heat,NN1                 ,NN1                 ,II_RP               ,JJ_NN1              ,NN1
179,sends,shivers,down,my,spine,VVZ                 ,VVZ_NN2             ,RP_II@              ,APPGE               ,NN1
179,spend,too,much,time,with,VVI                 ,RG                  ,DA1                 ,NNT1                ,IW
179,spending,quality,time,with,my,VVG_NN1_JJ@         ,NN1                 ,NNT1                ,IW                  ,APPGE
179,state,has,its,own,rules,NN1                 ,VHZ                 ,APPGE               ,DA                  ,NN2
179,store,personal,data,about,other,VV0@_NN1            ,JJ                  ,NN                  ,II                  ,JJ
179,what,most,people,would,call,DDQ                 ,DAT                 ,NN                  ,VM                  ,VVI
178,also,heard,good,things,about,RR                  ,VVN                 ,JJ                  ,NN2                 ,II
